,X,y
19,data_agumented/train/fake/84fd5a243a63e25013ef3d6fe8eeaf12_6.png,data_agumented/train/fake/84fd5a243a63e25013ef3d6fe8eeaf12_6.mask.png
20,data_agumented/train/fake/b9db78fd385d12b4ff6f59a6a6c0f629_0.png,data_agumented/train/fake/b9db78fd385d12b4ff6f59a6a6c0f629_0.mask.png
21,data_agumented/train/pristine/3ebf544460233efb7f4250a4893a63aa_1.png,default.mask.png
22,data_agumented/train/pristine/5a55c9222641a9c2c4c4227ff4c04022_1.png,default.mask.png
23,data_agumented/train/fake/bc3d64f2379104d8e69c7e6a883bb08c_5.png,data_agumented/train/fake/bc3d64f2379104d8e69c7e6a883bb08c_5.mask.png
24,data_agumented/train/fake/237db9303fe590d8104510e36dfaa4a7_1.png,data_agumented/train/fake/237db9303fe590d8104510e36dfaa4a7_1.mask.png
25,data_agumented/train/pristine/5c6ae330b4b1e51498be6cd5008a17d1_1.png,default.mask.png
26,data_agumented/train/fake/2170480823e668068b78bce75afe07a1_3.png,data_agumented/train/fake/2170480823e668068b78bce75afe07a1_3.mask.png
27,data_agumented/train/fake/ca8f5bc4dfc11f10d823230e1c800caf_6.png,data_agumented/train/fake/ca8f5bc4dfc11f10d823230e1c800caf_6.mask.png
28,data_agumented/train/fake/a20985daaeef78ec36b75a820360ee7e_6.png,data_agumented/train/fake/a20985daaeef78ec36b75a820360ee7e_6.mask.png
29,data_agumented/train/pristine/04c1b2b6bfe74356016a1a4c43b5d207_3.png,default.mask.png
30,data_agumented/train/pristine/6fdf37eac40272f49a0a7c8cce21fc40_3.png,default.mask.png
31,data_agumented/train/fake/f95d94a3a6384059a64725f89677e885_6.png,data_agumented/train/fake/f95d94a3a6384059a64725f89677e885_6.mask.png
32,data_agumented/train/pristine/1cc410af4c33428b9de3dea5e5049e79_3.png,default.mask.png
33,data_agumented/train/pristine/3d2b356774a090139a9bc1f41414e5a9_1.png,default.mask.png
34,data_agumented/train/pristine/2b2eda55ae781fcf4fe0dc5281f8ca78_0.png,default.mask.png
35,data_agumented/train/pristine/5dc886f88b2e4abec4139a24019d4fbf_0.png,default.mask.png
36,data_agumented/train/pristine/2e24d9377b08dd0ae207f7d6bd36753f_3.png,default.mask.png
37,data_agumented/train/pristine/7b2cbad1151c43374733b0ee206cc883_1.png,default.mask.png
38,data_agumented/train/pristine/05e01acb088c8953c413624801bb39c0_0.png,default.mask.png
39,data_agumented/train/fake/b12b7e18c131d3414662d00022cc5d0f_3.png,data_agumented/train/fake/b12b7e18c131d3414662d00022cc5d0f_3.mask.png
40,data_agumented/train/pristine/2e45f5184a45dcbda6fca8158b55f01f_0.png,default.mask.png
41,data_agumented/train/pristine/00d56bffe2d757a4e4625cc2d0bd0de9_0.png,default.mask.png
42,data_agumented/train/pristine/5d75b948c7d2dd1eb5d1fda57ea5a0d2_1.png,default.mask.png
43,data_agumented/train/fake/f0da2ba0cdf1426911f59dec320cd9a2_2.png,data_agumented/train/fake/f0da2ba0cdf1426911f59dec320cd9a2_2.mask.png
44,data_agumented/train/fake/b1ab7bc3fe7e57cc7a1beb3edd00a1e2_2.png,data_agumented/train/fake/b1ab7bc3fe7e57cc7a1beb3edd00a1e2_2.mask.png
45,data_agumented/train/pristine/5ec18997239cecdb947fea58d77c7bf5_1.png,default.mask.png
46,data_agumented/train/pristine/4a02214442af1a4e0aaa1c21a6ec4f88_1.png,default.mask.png
47,data_agumented/train/fake/eded2f92d413246c29001c448dbddd1b_1.png,data_agumented/train/fake/eded2f92d413246c29001c448dbddd1b_1.mask.png
48,data_agumented/train/fake/e3f297c613666f68896094cb58838ae6_7.png,data_agumented/train/fake/e3f297c613666f68896094cb58838ae6_7.mask.png
49,data_agumented/train/pristine/0ba4582e247ec4df5efeb3f36c3c00fb_1.png,default.mask.png
50,data_agumented/train/pristine/05e7e21796871e4303cac587265b5d60_1.png,default.mask.png
51,data_agumented/train/pristine/2f4576f590a7f29416ddc348ba30b232_0.png,default.mask.png
52,data_agumented/train/pristine/0ac1f7bff45b83dc55631f63ac9651ba_1.png,default.mask.png
53,data_agumented/train/pristine/6d969d0fe88819a9d0efd692454c5f7f_0.png,default.mask.png
54,data_agumented/train/pristine/0eb173b4c0c9b6e8db3de6bcfafbc421_0.png,default.mask.png
55,data_agumented/train/pristine/1d91a3f7e1d9799eeadc4fb572f5c344_0.png,default.mask.png
56,data_agumented/train/fake/b8cecf240477353bdf87aac6521e066f_7.png,data_agumented/train/fake/b8cecf240477353bdf87aac6521e066f_7.mask.png
57,data_agumented/train/fake/d6c24dd444b8b840d764a26f18e1d0e0_7.png,data_agumented/train/fake/d6c24dd444b8b840d764a26f18e1d0e0_7.mask.png
58,data_agumented/train/fake/41384798fe5b2590b87e808d0750a291_0.png,data_agumented/train/fake/41384798fe5b2590b87e808d0750a291_0.mask.png
59,data_agumented/train/pristine/3ddf7736a773413d96643ce52c9a3c52_1.png,default.mask.png
60,data_agumented/train/fake/b933cdeb03094c3bcc8a2cb319830d15_5.png,data_agumented/train/fake/b933cdeb03094c3bcc8a2cb319830d15_5.mask.png
61,data_agumented/train/fake/a9667850a5652972443b765ae3ccf3ff_0.png,data_agumented/train/fake/a9667850a5652972443b765ae3ccf3ff_0.mask.png
62,data_agumented/train/fake/92867350a784fbe8e00892796dc94eea_0.png,data_agumented/train/fake/92867350a784fbe8e00892796dc94eea_0.mask.png
63,data_agumented/train/pristine/4b33a1dec66064fb01ba4f7e70573858_3.png,default.mask.png
64,data_agumented/train/pristine/5c6ae330b4b1e51498be6cd5008a17d1_3.png,default.mask.png
65,data_agumented/train/fake/84fd5a243a63e25013ef3d6fe8eeaf12_5.png,data_agumented/train/fake/84fd5a243a63e25013ef3d6fe8eeaf12_5.mask.png
66,data_agumented/train/pristine/3d2f6161fc278d5087b6fc7072abdfb5_3.png,default.mask.png
67,data_agumented/train/fake/bcd5608b3999bb8d454d0903fc3bd759_3.png,data_agumented/train/fake/bcd5608b3999bb8d454d0903fc3bd759_3.mask.png
68,data_agumented/train/pristine/5de9a55bc239f2959ca1307d371c360c_1.png,default.mask.png
69,data_agumented/train/pristine/6e304babb685244e0a3f3c60e75e1cd6_0.png,default.mask.png
70,data_agumented/train/fake/b81643f10ef2075412532d13eb274b1e_3.png,data_agumented/train/fake/b81643f10ef2075412532d13eb274b1e_3.mask.png
71,data_agumented/train/fake/acb0d5f4885a2dc4cd37f8e7671ec852_3.png,data_agumented/train/fake/acb0d5f4885a2dc4cd37f8e7671ec852_3.mask.png
72,data_agumented/train/pristine/4eab46d2f8db48de79859208f57ff0f2_3.png,default.mask.png
73,data_agumented/train/pristine/3ea5d8dab65c48b060179eea025fd9d6_1.png,default.mask.png
74,data_agumented/train/pristine/3e2ddf72bfb7b50302e67ec901bc7496_1.png,default.mask.png
75,data_agumented/train/pristine/4ec6153a427afe7f10ab12f00a50817a_3.png,default.mask.png
76,data_agumented/train/pristine/0ce3e0b2cb776b958bb763f0ba8c46f9_0.png,default.mask.png
77,data_agumented/train/fake/d0122ee951d52ee1198b9c402c0a75bf_6.png,data_agumented/train/fake/d0122ee951d52ee1198b9c402c0a75bf_6.mask.png
78,data_agumented/train/fake/af8c8581458892ce989aaa67e65904c5_7.png,data_agumented/train/fake/af8c8581458892ce989aaa67e65904c5_7.mask.png
79,data_agumented/train/pristine/1a1b92d5a6e24bca86cef1bfe98671a6_0.png,default.mask.png
80,data_agumented/train/pristine/1eb6e347587776b69c5a86cd5985e5c7_0.png,default.mask.png
81,data_agumented/train/fake/919881fcd4d0a4117719449a60788f18_0.png,data_agumented/train/fake/919881fcd4d0a4117719449a60788f18_0.mask.png
82,data_agumented/train/pristine/0ba4582e247ec4df5efeb3f36c3c00fb_0.png,default.mask.png
83,data_agumented/train/pristine/2f8af23ba7a2e739e06594b0639add7a_1.png,default.mask.png
84,data_agumented/train/pristine/2d434fc0c848798124376812abd327c8_1.png,default.mask.png
85,data_agumented/train/fake/ce03344d71dca420b3ea36e8e8c48219_2.png,data_agumented/train/fake/ce03344d71dca420b3ea36e8e8c48219_2.mask.png
86,data_agumented/train/pristine/2ce0f4078e50782b914daabc9a2b7793_0.png,default.mask.png
87,data_agumented/train/pristine/0f97546e3df936b8f967f201a0a144c8_3.png,default.mask.png
88,data_agumented/train/fake/b9988711e0a2880bb4fa8cf549dc55bc_2.png,data_agumented/train/fake/b9988711e0a2880bb4fa8cf549dc55bc_2.mask.png
89,data_agumented/train/fake/bdaed1accdd28cf71be52229b654c0fd_2.png,data_agumented/train/fake/bdaed1accdd28cf71be52229b654c0fd_2.mask.png
90,data_agumented/train/pristine/6b66606db47d7da93ce8114d152a78c4_3.png,default.mask.png
91,data_agumented/train/fake/14548214e97adf237ee3bac90809baf6_1.png,data_agumented/train/fake/14548214e97adf237ee3bac90809baf6_1.mask.png
92,data_agumented/train/fake/be3c9e989860de924073c3b60aae71bd_6.png,data_agumented/train/fake/be3c9e989860de924073c3b60aae71bd_6.mask.png
93,data_agumented/train/pristine/1db14b62626988f9db4fe5cc5e736402_3.png,default.mask.png
94,data_agumented/train/pristine/5b166a348430539eb9c9be6ccce20a0e_0.png,default.mask.png
95,data_agumented/train/fake/a768fceead79102801131160d76dc08b_1.png,data_agumented/train/fake/a768fceead79102801131160d76dc08b_1.mask.png
96,data_agumented/train/fake/cf3eef59fe32392bef1dd5d18e79207b_7.png,data_agumented/train/fake/cf3eef59fe32392bef1dd5d18e79207b_7.mask.png
97,data_agumented/train/fake/a2e715a637a43b33199c0991785adab7_3.png,data_agumented/train/fake/a2e715a637a43b33199c0991785adab7_3.mask.png
98,data_agumented/train/fake/c834e3170c81cebd468accb10ef07c1f_3.png,data_agumented/train/fake/c834e3170c81cebd468accb10ef07c1f_3.mask.png
99,data_agumented/train/fake/c239a9a08c352ec88ad81d4099e0ebcb_3.png,data_agumented/train/fake/c239a9a08c352ec88ad81d4099e0ebcb_3.mask.png
100,data_agumented/train/fake/756a2f39b0b82013ee00b825d66ad0bc_1.png,data_agumented/train/fake/756a2f39b0b82013ee00b825d66ad0bc_1.mask.png
101,data_agumented/train/pristine/0e5cf994e22ba764ad6c33d477e69737_0.png,default.mask.png
102,data_agumented/train/fake/c22d2d0168ef819997238082b12d4149_7.png,data_agumented/train/fake/c22d2d0168ef819997238082b12d4149_7.mask.png
103,data_agumented/train/pristine/5df5229e063084e3b8e9ed460c6115e6_1.png,default.mask.png
104,data_agumented/train/pristine/6a19aa173506c2970237076ed0e4af0e_3.png,default.mask.png
105,data_agumented/train/fake/ccedb1eb235f5dedddc443b93e9aaabd_0.png,data_agumented/train/fake/ccedb1eb235f5dedddc443b93e9aaabd_0.mask.png
106,data_agumented/train/pristine/6b5559315697d36ff30a772b77b1ef9c_3.png,default.mask.png
107,data_agumented/train/pristine/00d56bffe2d757a4e4625cc2d0bd0de9_1.png,default.mask.png
108,data_agumented/train/fake/ad858c2668b85ebaaed311e1fe56b01d_1.png,data_agumented/train/fake/ad858c2668b85ebaaed311e1fe56b01d_1.mask.png
109,data_agumented/train/fake/be05023fef0c596b1691471cb7095d12_2.png,data_agumented/train/fake/be05023fef0c596b1691471cb7095d12_2.mask.png
110,data_agumented/train/fake/fce1efb32a85a7f67f959a7c37f1f52b_2.png,data_agumented/train/fake/fce1efb32a85a7f67f959a7c37f1f52b_2.mask.png
111,data_agumented/train/pristine/2a64a0d0c2123e9b4dc29d258b8c7f4d_0.png,default.mask.png
112,data_agumented/train/fake/022354380a1a17ff49226c9eae21a11f_2.png,data_agumented/train/fake/022354380a1a17ff49226c9eae21a11f_2.mask.png
113,data_agumented/train/fake/be015078936ab89c8c755cf290ba9a0f_2.png,data_agumented/train/fake/be015078936ab89c8c755cf290ba9a0f_2.mask.png
114,data_agumented/train/fake/b73fef9b8686be108f9deec80e8ed880_6.png,data_agumented/train/fake/b73fef9b8686be108f9deec80e8ed880_6.mask.png
115,data_agumented/train/fake/660234fb74717f1874bf604b7d3e3818_2.png,data_agumented/train/fake/660234fb74717f1874bf604b7d3e3818_2.mask.png
116,data_agumented/train/pristine/7aaded99eca8cf6118b7b21345750c32_0.png,default.mask.png
117,data_agumented/train/fake/b16b83b24a10d28f3d89eca9e505f294_5.png,data_agumented/train/fake/b16b83b24a10d28f3d89eca9e505f294_5.mask.png
118,data_agumented/train/pristine/2cade8c2315a9f03c0193521c1899000_3.png,default.mask.png
119,data_agumented/train/pristine/2d4de58c2dacf8461cf9d3ce3b1d7399_1.png,default.mask.png
120,data_agumented/train/fake/bcd5608b3999bb8d454d0903fc3bd759_7.png,data_agumented/train/fake/bcd5608b3999bb8d454d0903fc3bd759_7.mask.png
121,data_agumented/train/pristine/00e079b66d9e9f99892bbb81d9d6cd57_3.png,default.mask.png
122,data_agumented/train/fake/237db9303fe590d8104510e36dfaa4a7_6.png,data_agumented/train/fake/237db9303fe590d8104510e36dfaa4a7_6.mask.png
123,data_agumented/train/fake/a9411d7195ec9ac242d5fcb2f6ebf396_3.png,data_agumented/train/fake/a9411d7195ec9ac242d5fcb2f6ebf396_3.mask.png
124,data_agumented/train/fake/dcc2c41c810408c4cb08ce092a712d02_7.png,data_agumented/train/fake/dcc2c41c810408c4cb08ce092a712d02_7.mask.png
125,data_agumented/train/fake/371e6f86e51ab2258b69547dd7657b30_5.png,data_agumented/train/fake/371e6f86e51ab2258b69547dd7657b30_5.mask.png
126,data_agumented/train/fake/c88f1d27e73aaec5556fcd439600879f_1.png,data_agumented/train/fake/c88f1d27e73aaec5556fcd439600879f_1.mask.png
127,data_agumented/train/fake/17030938cc2cb314cb87552dcc9516a4_7.png,data_agumented/train/fake/17030938cc2cb314cb87552dcc9516a4_7.mask.png
128,data_agumented/train/pristine/3cfab460cd775b2fc3261f9f9d387c9e_0.png,default.mask.png
129,data_agumented/train/fake/ae9e681d29a063fd86265c1182b64f52_7.png,data_agumented/train/fake/ae9e681d29a063fd86265c1182b64f52_7.mask.png
130,data_agumented/train/fake/ab1e91e9a308f42d3cd0baa59f7c7c71_3.png,data_agumented/train/fake/ab1e91e9a308f42d3cd0baa59f7c7c71_3.mask.png
131,data_agumented/train/fake/d9634e2f8c7644c545c03c60f76750ef_2.png,data_agumented/train/fake/d9634e2f8c7644c545c03c60f76750ef_2.mask.png
132,data_agumented/train/pristine/1ad910c71cc71a500e14b68dd16ac00b_1.png,default.mask.png
133,data_agumented/train/pristine/4ca89f58934be1b2aa95f32c5b30c7e3_3.png,default.mask.png
134,data_agumented/train/fake/b024091aabc0e2844605887c044c080e_6.png,data_agumented/train/fake/b024091aabc0e2844605887c044c080e_6.mask.png
135,data_agumented/train/fake/371e6f86e51ab2258b69547dd7657b30_6.png,data_agumented/train/fake/371e6f86e51ab2258b69547dd7657b30_6.mask.png
136,data_agumented/train/fake/d6933d2484b99d63cab5532c478f82bc_6.png,data_agumented/train/fake/d6933d2484b99d63cab5532c478f82bc_6.mask.png
137,data_agumented/train/fake/c6d6089b4ea367333ca025d8cd1c8d33_1.png,data_agumented/train/fake/c6d6089b4ea367333ca025d8cd1c8d33_1.mask.png
138,data_agumented/train/pristine/2aedbb2acbe0f9f75470ebab61871354_0.png,default.mask.png
139,data_agumented/train/fake/aeb96ad12870526f4b964184e4b77103_6.png,data_agumented/train/fake/aeb96ad12870526f4b964184e4b77103_6.mask.png
140,data_agumented/train/fake/e2e90ac338d909cd708d904145d5c932_3.png,data_agumented/train/fake/e2e90ac338d909cd708d904145d5c932_3.mask.png
141,data_agumented/train/fake/b15e0636218f1748f362cb65648a2408_0.png,data_agumented/train/fake/b15e0636218f1748f362cb65648a2408_0.mask.png
142,data_agumented/train/pristine/2c53de498b75407a8d2537671a272b34_1.png,default.mask.png
143,data_agumented/train/fake/ce5cd74980494117a495a305ed5fe95b_1.png,data_agumented/train/fake/ce5cd74980494117a495a305ed5fe95b_1.mask.png
144,data_agumented/train/pristine/2dca3a446717e9259df1c61df79a3022_1.png,default.mask.png
145,data_agumented/train/pristine/1bda780ac2a5b1c16fc57dd59cd09f11_0.png,default.mask.png
146,data_agumented/train/pristine/3ddf7736a773413d96643ce52c9a3c52_0.png,default.mask.png
147,data_agumented/train/pristine/06eefed61325a0c81ea9fed64f07d289_0.png,default.mask.png
148,data_agumented/train/fake/e3f297c613666f68896094cb58838ae6_5.png,data_agumented/train/fake/e3f297c613666f68896094cb58838ae6_5.mask.png
149,data_agumented/train/fake/aedafca3f65ecbbf54b3ec1ba4206b59_6.png,data_agumented/train/fake/aedafca3f65ecbbf54b3ec1ba4206b59_6.mask.png
150,data_agumented/train/fake/c6d6089b4ea367333ca025d8cd1c8d33_5.png,data_agumented/train/fake/c6d6089b4ea367333ca025d8cd1c8d33_5.mask.png
151,data_agumented/train/pristine/0c6bdc9e7cc22fdd4266e39e58fd87be_3.png,default.mask.png
152,data_agumented/train/pristine/02e60bdefd5ddc034000c93fffdf645e_0.png,default.mask.png
153,data_agumented/train/fake/d83840fbd3cde13ca6b801a3800e3c2b_5.png,data_agumented/train/fake/d83840fbd3cde13ca6b801a3800e3c2b_5.mask.png
154,data_agumented/train/pristine/4a1aa0cab7646c49d647bd8e4d975190_0.png,default.mask.png
155,data_agumented/train/pristine/6bd4cd258cf603a3563805dc08a61717_0.png,default.mask.png
156,data_agumented/train/pristine/4a87c782680f9d11511c3e91f5f3d6a7_3.png,default.mask.png
157,data_agumented/train/fake/dcc2c41c810408c4cb08ce092a712d02_6.png,data_agumented/train/fake/dcc2c41c810408c4cb08ce092a712d02_6.mask.png
158,data_agumented/train/pristine/4cfce60b3c6e30635dbcbae55d9e5f01_1.png,default.mask.png
159,data_agumented/train/pristine/5ab02a69fd1a14ae0a7801e27c2d9b5a_0.png,default.mask.png
160,data_agumented/train/fake/c7442bb2aefb0ce9062694a697f5c4aa_1.png,data_agumented/train/fake/c7442bb2aefb0ce9062694a697f5c4aa_1.mask.png
161,data_agumented/train/fake/f95d94a3a6384059a64725f89677e885_3.png,data_agumented/train/fake/f95d94a3a6384059a64725f89677e885_3.mask.png
162,data_agumented/train/fake/b957bf062b8006317f24bdba5dd0abfe_0.png,data_agumented/train/fake/b957bf062b8006317f24bdba5dd0abfe_0.mask.png
163,data_agumented/train/fake/d38f15e7ee1656b427fc23cea9944691_2.png,data_agumented/train/fake/d38f15e7ee1656b427fc23cea9944691_2.mask.png
164,data_agumented/train/pristine/0f93074fc0b95fb2af509c3348eaf62c_3.png,default.mask.png
165,data_agumented/train/fake/a28846718dc9731a9816444c12f3a9d5_5.png,data_agumented/train/fake/a28846718dc9731a9816444c12f3a9d5_5.mask.png
166,data_agumented/train/fake/87238ad60578291fff62151eb6618adb_5.png,data_agumented/train/fake/87238ad60578291fff62151eb6618adb_5.mask.png
167,data_agumented/train/fake/a607a69c1d589cf0e9d24ff6162abf01_3.png,data_agumented/train/fake/a607a69c1d589cf0e9d24ff6162abf01_3.mask.png
168,data_agumented/train/pristine/6cab5c935cbdfc966817f3fbabd463dc_0.png,default.mask.png
169,data_agumented/train/pristine/6a640f97276f02ddca6fafef1d8125b5_1.png,default.mask.png
170,data_agumented/train/pristine/5f65c20b10dc06bb043179df656473df_1.png,default.mask.png
171,data_agumented/train/fake/eba3f828ff79dc2f173e8f18bfcb8b4c_1.png,data_agumented/train/fake/eba3f828ff79dc2f173e8f18bfcb8b4c_1.mask.png
172,data_agumented/train/fake/756a2f39b0b82013ee00b825d66ad0bc_0.png,data_agumented/train/fake/756a2f39b0b82013ee00b825d66ad0bc_0.mask.png
173,data_agumented/train/fake/be3c9e989860de924073c3b60aae71bd_7.png,data_agumented/train/fake/be3c9e989860de924073c3b60aae71bd_7.mask.png
174,data_agumented/train/fake/c6216855a09754f487980c889f7a8732_2.png,data_agumented/train/fake/c6216855a09754f487980c889f7a8732_2.mask.png
175,data_agumented/train/pristine/5a0349a68b5762578fad2ae8cd39d9f2_3.png,default.mask.png
176,data_agumented/train/pristine/0f68b5903eb36be82019631a333c9141_3.png,default.mask.png
177,data_agumented/train/fake/b16b83b24a10d28f3d89eca9e505f294_6.png,data_agumented/train/fake/b16b83b24a10d28f3d89eca9e505f294_6.mask.png
178,data_agumented/train/fake/022354380a1a17ff49226c9eae21a11f_7.png,data_agumented/train/fake/022354380a1a17ff49226c9eae21a11f_7.mask.png
179,data_agumented/train/pristine/3e7c5c1887a25f5b7870099bc7515244_0.png,default.mask.png
180,data_agumented/train/pristine/3f9dc36ac2b2268619f811c93ba018fd_3.png,default.mask.png
181,data_agumented/train/fake/f95d94a3a6384059a64725f89677e885_0.png,data_agumented/train/fake/f95d94a3a6384059a64725f89677e885_0.mask.png
182,data_agumented/train/fake/d23a8024cc5a377ecfdabb3577e96f10_1.png,data_agumented/train/fake/d23a8024cc5a377ecfdabb3577e96f10_1.mask.png
183,data_agumented/train/pristine/4a02214442af1a4e0aaa1c21a6ec4f88_3.png,default.mask.png
184,data_agumented/train/fake/b300897bc8a566bb9e806d8132e25f5b_2.png,data_agumented/train/fake/b300897bc8a566bb9e806d8132e25f5b_2.mask.png
185,data_agumented/train/pristine/1a5082cb3b581e5eefa5e9e5e9813b68_1.png,default.mask.png
186,data_agumented/train/pristine/4ab1f8286e1849fb45f0c5164be20918_1.png,default.mask.png
187,data_agumented/train/fake/452f20323286faadad71a1c9ffae59f4_3.png,data_agumented/train/fake/452f20323286faadad71a1c9ffae59f4_3.mask.png
188,data_agumented/train/pristine/6aad58b761f1d96698ea5d808a4af381_1.png,default.mask.png
189,data_agumented/train/pristine/2ba762dd3dad9a4704c46c8cf9a0ef13_3.png,default.mask.png
190,data_agumented/train/fake/bb6bc81243a3d15132b3a2b42e1e5f0e_3.png,data_agumented/train/fake/bb6bc81243a3d15132b3a2b42e1e5f0e_3.mask.png
191,data_agumented/train/fake/da87f75ad935467d3c8d0ab08a559e76_1.png,data_agumented/train/fake/da87f75ad935467d3c8d0ab08a559e76_1.mask.png
192,data_agumented/train/fake/588da262d375acd1ee48212fb2760ae2_7.png,data_agumented/train/fake/588da262d375acd1ee48212fb2760ae2_7.mask.png
193,data_agumented/train/pristine/6e2c856c77f7ea9498645a1526eb55ff_0.png,default.mask.png
194,data_agumented/train/fake/ce6a3e19dfcd8e8b162faf8511b920ae_6.png,data_agumented/train/fake/ce6a3e19dfcd8e8b162faf8511b920ae_6.mask.png
195,data_agumented/train/pristine/4eab46d2f8db48de79859208f57ff0f2_1.png,default.mask.png
196,data_agumented/train/pristine/4a1aa0cab7646c49d647bd8e4d975190_3.png,default.mask.png
197,data_agumented/train/pristine/4ccb92789d4b16af894e75c3e40f5e73_0.png,default.mask.png
198,data_agumented/train/fake/3735407a7358488296a3d9968c01855d_1.png,data_agumented/train/fake/3735407a7358488296a3d9968c01855d_1.mask.png
199,data_agumented/train/pristine/2f35a06c7e024129010cd0a7cc042e54_3.png,default.mask.png
200,data_agumented/train/fake/be015078936ab89c8c755cf290ba9a0f_5.png,data_agumented/train/fake/be015078936ab89c8c755cf290ba9a0f_5.mask.png
201,data_agumented/train/pristine/0a0c15a0561d670b4ce6cb940840cde6_0.png,default.mask.png
202,data_agumented/train/pristine/1f4c39b94d80a6efc535f24f80683e2a_0.png,default.mask.png
203,data_agumented/train/pristine/3e7c5c1887a25f5b7870099bc7515244_3.png,default.mask.png
204,data_agumented/train/fake/b9c5470e3233747c69d951707fc0caa1_0.png,data_agumented/train/fake/b9c5470e3233747c69d951707fc0caa1_0.mask.png
205,data_agumented/train/fake/a768fceead79102801131160d76dc08b_5.png,data_agumented/train/fake/a768fceead79102801131160d76dc08b_5.mask.png
206,data_agumented/train/fake/b6f0f60d2dac8fd639a54eb6bdc2bdd5_2.png,data_agumented/train/fake/b6f0f60d2dac8fd639a54eb6bdc2bdd5_2.mask.png
207,data_agumented/train/pristine/1d54c6fef7e338ad400d7a40bcefbc7e_0.png,default.mask.png
208,data_agumented/train/pristine/0de9cf6e52acfd2df2d8e4970805c201_0.png,default.mask.png
209,data_agumented/train/fake/b815a74cfdca7f5da57fc1b0687f89cd_0.png,data_agumented/train/fake/b815a74cfdca7f5da57fc1b0687f89cd_0.mask.png
210,data_agumented/train/pristine/3b152dc81a1b6eac6a9a1b6178255aef_1.png,default.mask.png
211,data_agumented/train/pristine/1fcc8711337c90f6c3dcfd1a07ed8a13_0.png,default.mask.png
212,data_agumented/train/fake/ab174fdf91d7381d1f891f93a493ab4c_2.png,data_agumented/train/fake/ab174fdf91d7381d1f891f93a493ab4c_2.mask.png
213,data_agumented/train/fake/b0a2e857fb69d84cc86e16e53c2feda3_2.png,data_agumented/train/fake/b0a2e857fb69d84cc86e16e53c2feda3_2.mask.png
214,data_agumented/train/fake/d6933d2484b99d63cab5532c478f82bc_5.png,data_agumented/train/fake/d6933d2484b99d63cab5532c478f82bc_5.mask.png
215,data_agumented/train/fake/b2f2970f8f0f4ab82b0483b022309ecf_6.png,data_agumented/train/fake/b2f2970f8f0f4ab82b0483b022309ecf_6.mask.png
216,data_agumented/train/fake/ab59e5fdefc229a4a07592c4376e2ffc_5.png,data_agumented/train/fake/ab59e5fdefc229a4a07592c4376e2ffc_5.mask.png
217,data_agumented/train/fake/588da262d375acd1ee48212fb2760ae2_6.png,data_agumented/train/fake/588da262d375acd1ee48212fb2760ae2_6.mask.png
218,data_agumented/train/fake/b9b5386221a626f791fdd6cf400b73df_6.png,data_agumented/train/fake/b9b5386221a626f791fdd6cf400b73df_6.mask.png
219,data_agumented/train/fake/689303d2322edb19c223bc2fbe409e08_3.png,data_agumented/train/fake/689303d2322edb19c223bc2fbe409e08_3.mask.png
